Pubchem_CID,Inchikey,Targets ,Canonical_smiles,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CASP7,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CASP8,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CASP9,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CBL,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CCNA1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CCNB1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CCND3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CCNE1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CCNG2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CCR6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CD19,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CD27,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CD40,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CD70,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CDC25C,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CDH2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CDK1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CDKN1A,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CDKN1B,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CIDEA,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,COX2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CSF1R,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CTSB,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CXCR1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CXCR4,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CYP1A1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CYP1A2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CYP1B1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CYP2B6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,Cyp2D6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,CYP3A4,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,DIABLO,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,E2F1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,ELAVL1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,ENDOG,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,FADD,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,FAS,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,FASLG,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,FN1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,FOXO3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,GADD45A,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,GADD45B,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,GCG,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,GDF15,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,GLP1R,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,GSK3B,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,H2AFX,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HDAC1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HDAC2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HMOX1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HNF1A,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HPSE,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HR,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,HRK,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,ID-1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IGFBP3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IKBKB,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL11,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL17A,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL1A,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL1B,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL33,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,IL8,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,ITGAM,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,JAK1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,JUN,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,KAT5,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,KDR,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,KLK3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,LOX,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,LTA,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MAP2K7,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MAPK1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MAPK1?,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MAPK14,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MAPK3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MAPK8,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MCL1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MDM2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MITF,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MLH1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MMP1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MMP2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MMP9,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MTOR,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,MYC?,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NANOG,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NAT1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NFE2L2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NFKB1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NFKB2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NME1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NODAL,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NOS2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,NR3C1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,OCLN,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PARD3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PCSK9,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PDCD4,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PECAM1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PKM?,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PLA2G6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PLAU,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PMAIP1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,POU5F1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PPIA,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PRDX2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PRDX6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PRKAA1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PRKCD,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PTGS2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PTTG1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,PXN,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RAC1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RAD51,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RARA,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RARB,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RARG,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RELA,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,ROS1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RPS6,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,RPS6KB1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SERPINE1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SETD7,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SFN,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SIRT1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SKP2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SLC7A11,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,Smad2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SMAD3,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SNAI1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SNAI2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SOD1,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
12457,JISRTQBQFQMSLG-UHFFFAOYSA-M,SOX2,S(O)(=O)(=O)[O-].O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,
