Pubchem_CID,Inchikey,Targets ,Canonical_smiles,
402,RWSOTUBLDIXVET-UHFFFAOYSA-N,NOS2,S,
403,PLIKAWJENQZMHA-UHFFFAOYSA-N,CA3,Nc1ccc(cc1)O,
403,PLIKAWJENQZMHA-UHFFFAOYSA-N,HSD17B10,Nc1ccc(cc1)O,
408,UIKROCXWUNQSPJ-UHFFFAOYSA-N,MAPK1,O=C1CCC(N1C)c1cccnc1,
408,UIKROCXWUNQSPJ-UHFFFAOYSA-N,NPSR1,O=C1CCC(N1C)c1cccnc1,
412,MYKUKUCHPMASKF-UHFFFAOYSA-N,CHRNA4,C1CNC(C1)c1cccnc1,
412,MYKUKUCHPMASKF-UHFFFAOYSA-N,CHRNA7,C1CNC(C1)c1cccnc1,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,AGA,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,APLP2,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,APP,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,ASRGL1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,ASS1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,AVIL,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,CELA1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,CHIT1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,CPA4,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,ENPEP,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,F13A1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,FOLH1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,GRIA2,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,GRIA4,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,GRIN2D,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,PAICS,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,PRDM2,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,RNASE1,OC(=O)C(N)CC(O)=O,
424,CKLJMWTZIZZHCS-UHFFFAOYSA-N,VIL1,OC(=O)C(N)CC(O)=O,
440,NYOXRYYXRWJDKP-UHFFFAOYSA-N,CYP7A1,O=C1CCC2(C3C(C4CCC(C(CCCC(C)C)C)C4(CC3)C)CCC2=C1)C,
443,RAJWOBJTTGJROA-UHFFFAOYSA-N,HSD17B1,O=C1CCC2C3C(CCC12C)C1(C(CC(=O)CC1)CC3)C,
449,KJTLQQUUPVSXIM-UHFFFAOYSA-N,MVK,OC(CC(O)=O)(CCO)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,ESR1,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,ESR2,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,ESRRA,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,ESRRB,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,GPER1,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,HSD17B1,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,SHBG,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,SULT1A1,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
450,VOXZDWNPVJITMN-UHFFFAOYSA-N,SULT1E1,Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,
451,LQEBEXMHBLQMDB-UHFFFAOYSA-N,GMDS,P(OC1OC(C)C(O)C(O)C1O)(OP(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(O)=O)(O)=O,
451,LQEBEXMHBLQMDB-UHFFFAOYSA-N,POFUT1,P(OC1OC(C)C(O)C(O)C1O)(OP(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(O)=O)(O)=O,
451,LQEBEXMHBLQMDB-UHFFFAOYSA-N,POFUT2,P(OC1OC(C)C(O)C(O)C1O)(OP(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(O)=O)(O)=O,
451,LQEBEXMHBLQMDB-UHFFFAOYSA-N,TSTA3,P(OC1OC(C)C(O)C(O)C1O)(OP(OCC1OC(n2c3NC(=NC(=O)c3nc2)N)C(O)C1O)(O)=O)(O)=O,
452,VYEGBDHSGHXOGT-UHFFFAOYSA-N,MIOX,OC1C(O)C(O)C(=O)C(O)C1O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,LMNA,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,LTF,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,NOS1,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,NOS2,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,NOS3,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,RBPJ,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,RBPJL,OCC(C(C(C(CO)O)O)O)O,
453,FBPFZTCFMRRESA-UHFFFAOYSA-N,TF,OCC(C(C(C(CO)O)O)O)O,
460,LHGVFZTZFXWLCP-UHFFFAOYSA-N,TP53,COc1ccccc1O,
460,LHGVFZTZFXWLCP-UHFFFAOYSA-N,CA2,COc1ccccc1O,
460,LHGVFZTZFXWLCP-UHFFFAOYSA-N,TSHR,COc1ccccc1O,
464,QIAFMBKCNZACKA-UHFFFAOYSA-N,LMNA,O=C(c1ccccc1)NCC(=O)O,
466,HXXFSFRBOHSIMQ-UHFFFAOYSA-N,PMM1,P(OC1OC(CO)C(O)C(O)C1O)(O)(O)=O,
466,HXXFSFRBOHSIMQ-UHFFFAOYSA-N,PYGB,P(OC1OC(CO)C(O)C(O)C1O)(O)(O)=O,
466,HXXFSFRBOHSIMQ-UHFFFAOYSA-N,PYGL,P(OC1OC(CO)C(O)C(O)C1O)(O)(O)=O,
466,HXXFSFRBOHSIMQ-UHFFFAOYSA-N,PYGM,P(OC1OC(CO)C(O)C(O)C1O)(O)(O)=O,
469,OYIFNHCXNCRBQI-UHFFFAOYSA-N,CHIT1,OC(=O)C(N)CCCC(O)=O,
470,OGNSCSPNOLGXSM-UHFFFAOYSA-N,SRC,OC(=O)C(N)CCN,
470,OGNSCSPNOLGXSM-UHFFFAOYSA-N,YES1,OC(=O)C(N)CCN,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,BLM,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,HPGD,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,KDM4E,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,MMP12,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,OPRD1,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,OPRK1,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,OPRM1,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
471,CXQWRCVTCMQVQX-UHFFFAOYSA-N,POLB,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,
482,CTPQAXVNYGZUAJ-UHFFFAOYSA-N,CYTH3,P(OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(O)C(OP(O)(O)=O)C1OP(O)(O)=O)(O)(O)=O,
482,CTPQAXVNYGZUAJ-UHFFFAOYSA-N,IPPK,P(OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(O)C(OP(O)(O)=O)C1OP(O)(O)=O)(O)(O)=O,
482,CTPQAXVNYGZUAJ-UHFFFAOYSA-N,PLEK,P(OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(O)C(OP(O)(O)=O)C1OP(O)(O)=O)(O)(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,ACO2,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,AMY1A,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,AMY2A,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,ANG,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,AZGP1,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,BACE2,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,CCL8,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,CD47,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,DLG1,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,EPCAM,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,F3,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,GGACT,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,IGLL5,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,IL13,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,KCNA2,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,KCNAB1,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,KCNAB2,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,KCNAB3,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,MSLN,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,ORM1,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,PIP,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,RLN2,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,SIRPA,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,SIRPB1,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,SORT1,O=C1NC(CC1)C(O)=O,
499,ODHCTXKNWHHXJC-UHFFFAOYSA-N,TFF2,O=C1NC(CC1)C(O)=O,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,BCL9,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,CHD1,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,NOS1,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,NOS2,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,NOS3,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,PYGO1,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,RAG2,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,SMN1,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,SMNDC1,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,SPIN1,OC(=O)C(N)CCCN=C(N(C)C)N,
501,YDGMGEXADBMOMJ-UHFFFAOYSA-N,TDRD3,OC(=O)C(N)CCCN=C(N(C)C)N,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,AFM,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,AFP,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,ALB,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,ASPH,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,ATOX1,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,CASP9,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,CMA1,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,DCK,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,DUSP23,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,JAG1,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,MAP1LC3A,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,MDH2,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,ME2,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,PHGDH,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,PIN1,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,PTGR2,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,PTPN11,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,RPIA,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,VPS16,OC(CC(O)=O)C(O)=O,
525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,VPS33A,OC(CC(O)=O)C(O)=O,
527,NBBJYMSMWIIQGU-UHFFFAOYSA-N,MAPK1,CCC=O,
533,SPVXKVOXSXTJOY-UHFFFAOYSA-N,MED6,[SeH2],
535,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,GRB2,OC(=O)C1(N)CC1,
535,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,GRIN1,OC(=O)C1(N)CC1,
535,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,MDM4,OC(=O)C1(N)CC1,
540,XLJMAIOERFSOGZ-UHFFFAOYSA-N,CA1,OC#N,
540,XLJMAIOERFSOGZ-UHFFFAOYSA-N,CA2,OC#N,
546,XUYJLQHKOGNDPB-UHFFFAOYSA-N,LMNA,OC(=O)CP(=O)(O)O,
546,XUYJLQHKOGNDPB-UHFFFAOYSA-N,TSHR,OC(=O)CP(=O)(O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,APEX1,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,BLM,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,GAA,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,HSD17B10,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,LMNA,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,NFKB1,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,POLB,OC(=O)Cc1ccc(c(c1)O)O,
547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,THPO,OC(=O)Cc1ccc(c(c1)O)O,
581,PWKSKIMOESPYIA-UHFFFAOYSA-N,FCN2,SCC(NC(=O)C)C(O)=O,
581,PWKSKIMOESPYIA-UHFFFAOYSA-N,LYZ,SCC(NC(=O)C)C(O)=O,
586,CVSVTCORWBXHQV-UHFFFAOYSA-N,CKB,OC(=O)CN(C(N)=N)C,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,IFIT5,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,ILF2,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,ILF3,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLB,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2B,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2C,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2F,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2I,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2J,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2K,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR2L,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,POLR3A,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
593,PCDQPRRSZKQHHS-UHFFFAOYSA-N,UCK2,P(OCC1OC(N2C=CC(=NC2=O)N)C(O)C1O)(OP(OP(O)(O)=O)(O)=O)(O)=O,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,B2M,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CD200,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CD200R1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CDO1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CNDP1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CNDP2,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CPA1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,CS,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,EPX,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,ESR1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,F8,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,FCGRT,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,HNMT,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,IL6R,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,LEPR,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,LMNA,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,LPO,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,LYZ,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,MCL1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,MIOX,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,MPO,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,MYO5A,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,MYO5B,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,MYO5C,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,NFS1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,SERPINA1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,SERPINA6,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,SIGLEC7,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,SOD1,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,TOMM20,NC(C(=O)O)CS,
594,XUJNEKJLAYXESH-UHFFFAOYSA-N,TOMM20L,NC(C(=O)O)CS,
596,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,CDA,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,
596,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,DCK,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,
596,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,MAPT,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,
596,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,SMN1,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,
596,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,ST6GAL1,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,
596,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,UCK2,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,
597,OPTASPLRGRRNAP-UHFFFAOYSA-N,PCBP2,O=C1NC(N)=CC=N1,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,AGXT,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,AIMP2,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,ANPEP,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,AVIL,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,CELA1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,CHIT1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,DEFA3,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,GATM,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,KARS,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,LVRN,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,MDH2,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,NCS1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PGAM1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PGAM2,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PGLYRP3,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PGLYRP4,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PIN1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPIA,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPIC,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPIF,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPIG,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPIL1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPIL3,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP1CA,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP1CB,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP1CC,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP2CA,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP2R1A,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP2R2A,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP2R3B,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP2R5C,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP3CA,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,PPP3R1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,SGOL1,OC(=O)C(N)C,
602,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,SRPK1,OC(=O)C(N)C,
